"cancer_type" "species" "correlation"
"renal" "Macaca_nemestrina" 0.709619826516813
"sarcoma" "Macaca_nemestrina" 0.731217703015451
"skin" "Macaca_nemestrina" 0.761398673882132
"small intestine" "Macaca_nemestrina" 0.732562700786005
"soft tissue sarcoma" "Macaca_nemestrina" 0.69087079545853
"testicular" "Macaca_nemestrina" 0.843291666221985
"thyroid" "Macaca_nemestrina" 0.716127916004555
"urothelial" "Macaca_nemestrina" 0.776134307534412
"uterine" "Macaca_nemestrina" 0.664385214396003
"all" "Macroglossus_sobrinus" 0.200117316325127
"bladder" "Macroglossus_sobrinus" 0.229154426955684
"breast" "Macroglossus_sobrinus" 0.173614382352207
"central nervous system" "Macroglossus_sobrinus" 0.189318538773797
"colon" "Macroglossus_sobrinus" 0.248781350840649
"colorectal" "Macroglossus_sobrinus" 0.191871367236346
"endometrial" "Macroglossus_sobrinus" 0.14312694620954
"gastric" "Macroglossus_sobrinus" 0.17155185281153
"glioma" "Macroglossus_sobrinus" 0.145067403800649
"head and neck" "Macroglossus_sobrinus" 0.204285267499468
"hepatocellular" "Macroglossus_sobrinus" 0.227312508628787
"intestine" "Macroglossus_sobrinus" 0.178496951835274
"kidney" "Macroglossus_sobrinus" 0.290247322944314
"leukaemia" "Macroglossus_sobrinus" 0.125090064585
"liver" "Macroglossus_sobrinus" 0.278444780803817
"lung" "Macroglossus_sobrinus" 0.276563843316331
"lymphoma" "Macroglossus_sobrinus" 0.215492551078271
"melanoma" "Macroglossus_sobrinus" 0.260472485380623
"mesothelioma" "Macroglossus_sobrinus" 0.293592887212793
"oesophagus" "Macroglossus_sobrinus" 0.104067310397337
"other tumour types" "Macroglossus_sobrinus" 0.255237256118607
"ovarian" "Macroglossus_sobrinus" 0.214802279659372
"paediatric" "Macroglossus_sobrinus" 0.287174535068542
"pancreas" "Macroglossus_sobrinus" 0.0167691504063844
"prostate" "Macroglossus_sobrinus" 0.13619676489134
"rare other tumour types" "Macroglossus_sobrinus" -0.305480945519751
"renal" "Macroglossus_sobrinus" 0.184053559350305
"sarcoma" "Macroglossus_sobrinus" 0.211817637894911
"skin" "Macroglossus_sobrinus" 0.189807293674683
"small intestine" "Macroglossus_sobrinus" 0.280775452431604
"soft tissue sarcoma" "Macroglossus_sobrinus" -0.048326166359591
"testicular" "Macroglossus_sobrinus" 0.105538502231368
"thyroid" "Macroglossus_sobrinus" 0.219486165136982
"urothelial" "Macroglossus_sobrinus" 0.273484748482663
"uterine" "Macroglossus_sobrinus" 0.172049018733578
"all" "Mandrillus_leucophaeus" 0.705689999164866
"bladder" "Mandrillus_leucophaeus" 0.734207975832494
"breast" "Mandrillus_leucophaeus" 0.704668425019574
"central nervous system" "Mandrillus_leucophaeus" 0.668428962250696
"colon" "Mandrillus_leucophaeus" 0.709832259901823
"colorectal" "Mandrillus_leucophaeus" 0.712841301019855
"endometrial" "Mandrillus_leucophaeus" 0.698672695471648
"gastric" "Mandrillus_leucophaeus" 0.709311777519515
"glioma" "Mandrillus_leucophaeus" 0.737866881056873
"head and neck" "Mandrillus_leucophaeus" 0.718281002939905
"hepatocellular" "Mandrillus_leucophaeus" 0.731887586980773
"intestine" "Mandrillus_leucophaeus" 0.696584497638961
"kidney" "Mandrillus_leucophaeus" 0.70155808202732
"leukaemia" "Mandrillus_leucophaeus" 0.636489696227627
"liver" "Mandrillus_leucophaeus" 0.458486767271048
"lung" "Mandrillus_leucophaeus" 0.694834345264337
"lymphoma" "Mandrillus_leucophaeus" 0.68751900274148
"melanoma" "Mandrillus_leucophaeus" 0.714356577338158
"mesothelioma" "Mandrillus_leucophaeus" 0.735242132517609
"oesophagus" "Mandrillus_leucophaeus" 0.668128892263719
"other tumour types" "Mandrillus_leucophaeus" 0.754354117716384
"ovarian" "Mandrillus_leucophaeus" 0.721068500068772
"paediatric" "Mandrillus_leucophaeus" 0.626616331299596
"pancreas" "Mandrillus_leucophaeus" 0.708431498793146
"prostate" "Mandrillus_leucophaeus" 0.712690403547556
"rare other tumour types" "Mandrillus_leucophaeus" -0.00180508282347174
"renal" "Mandrillus_leucophaeus" 0.704039256864345
"sarcoma" "Mandrillus_leucophaeus" 0.713499088999272
"skin" "Mandrillus_leucophaeus" 0.733795637496351
"small intestine" "Mandrillus_leucophaeus" 0.721917835422305
"soft tissue sarcoma" "Mandrillus_leucophaeus" 0.580480289278021
"testicular" "Mandrillus_leucophaeus" 0.770618305744888
"thyroid" "Mandrillus_leucophaeus" 0.701369988072614
"urothelial" "Mandrillus_leucophaeus" 0.748724707525765
"uterine" "Mandrillus_leucophaeus" 0.680242737471263
"all" "Manis_javanica" 0.201913536491708
"bladder" "Manis_javanica" 0.233902969018346
"breast" "Manis_javanica" 0.163001023195516
"central nervous system" "Manis_javanica" 0.20439830041658
"colon" "Manis_javanica" 0.22857560379573
"colorectal" "Manis_javanica" 0.190179810606297
"endometrial" "Manis_javanica" 0.124008620904968
"gastric" "Manis_javanica" 0.177826299112905
"glioma" "Manis_javanica" 0.222316664743671
"head and neck" "Manis_javanica" 0.18948453559897
"hepatocellular" "Manis_javanica" 0.223763954391726
"intestine" "Manis_javanica" 0.185190206161833
"kidney" "Manis_javanica" 0.301648169744521
"leukaemia" "Manis_javanica" 0.153652123798187
"liver" "Manis_javanica" 0.241991097472376
"lung" "Manis_javanica" 0.254808583357941
"lymphoma" "Manis_javanica" 0.200379724114145
"melanoma" "Manis_javanica" 0.248879327397208
"mesothelioma" "Manis_javanica" 0.35123875201702
"oesophagus" "Manis_javanica" 0.155641274957285
"other tumour types" "Manis_javanica" 0.254103702804504
"ovarian" "Manis_javanica" 0.21067647639849
"paediatric" "Manis_javanica" 0.341776356087787
"pancreas" "Manis_javanica" 0.0773422744551381
"prostate" "Manis_javanica" 0.163447645197554
"rare other tumour types" "Manis_javanica" 0.0598429003006547
"renal" "Manis_javanica" 0.147468994409003
"sarcoma" "Manis_javanica" 0.186778727796331
"skin" "Manis_javanica" 0.180058270418433
"small intestine" "Manis_javanica" 0.166947860006867
"soft tissue sarcoma" "Manis_javanica" 0.141533624297744
"testicular" "Manis_javanica" 0.0603943524829601
"thyroid" "Manis_javanica" 0.247897454352341
"urothelial" "Manis_javanica" 0.298095954010884
"uterine" "Manis_javanica" 0.229287555887181
"all" "Manis_pentadactyla" 0.189326177903135
"bladder" "Manis_pentadactyla" 0.236007577362392
"breast" "Manis_pentadactyla" 0.160502759885286
"central nervous system" "Manis_pentadactyla" 0.202938272031188
"colon" "Manis_pentadactyla" 0.21586356180313
"colorectal" "Manis_pentadactyla" 0.18124725290186
"endometrial" "Manis_pentadactyla" 0.119982421426848
"gastric" "Manis_pentadactyla" 0.170105411060474
"glioma" "Manis_pentadactyla" 0.188315820884508
"head and neck" "Manis_pentadactyla" 0.156620269642221
"hepatocellular" "Manis_pentadactyla" 0.190374126783336
"intestine" "Manis_pentadactyla" 0.155411752925874
"kidney" "Manis_pentadactyla" 0.273038324034692
"leukaemia" "Manis_pentadactyla" 0.164718967670642
"liver" "Manis_pentadactyla" 0.252006853457383
"lung" "Manis_pentadactyla" 0.234527098017703
"lymphoma" "Manis_pentadactyla" 0.199701407595726
"melanoma" "Manis_pentadactyla" 0.21863086137785
"mesothelioma" "Manis_pentadactyla" 0.353866597333237
"oesophagus" "Manis_pentadactyla" 0.119896593592193
"other tumour types" "Manis_pentadactyla" 0.267223131664415
"ovarian" "Manis_pentadactyla" 0.205613500314708
"paediatric" "Manis_pentadactyla" 0.227297855435484
"pancreas" "Manis_pentadactyla" 0.110178040036735
"prostate" "Manis_pentadactyla" 0.16659886458204
"rare other tumour types" "Manis_pentadactyla" 0.2688324813151
"renal" "Manis_pentadactyla" 0.167333265326316
"sarcoma" "Manis_pentadactyla" 0.17680906464732
"skin" "Manis_pentadactyla" 0.139589891157102
"small intestine" "Manis_pentadactyla" 0.255850298566532
"soft tissue sarcoma" "Manis_pentadactyla" 0.0361468422154903
"testicular" "Manis_pentadactyla" 0.113200657503787
"thyroid" "Manis_pentadactyla" 0.247487937325553
"urothelial" "Manis_pentadactyla" 0.254799682473292
"uterine" "Manis_pentadactyla" 0.185576421699556
"all" "Marmota_marmota" 0.226128373996203
"bladder" "Marmota_marmota" 0.280392819439803
"breast" "Marmota_marmota" 0.201348573908336
"central nervous system" "Marmota_marmota" 0.24188835710884
"colon" "Marmota_marmota" 0.280383818702959
"colorectal" "Marmota_marmota" 0.22371498600037
"endometrial" "Marmota_marmota" 0.153177964972637
"gastric" "Marmota_marmota" 0.198586253632764
"glioma" "Marmota_marmota" 0.243977434873344
"head and neck" "Marmota_marmota" 0.223668421222532
"hepatocellular" "Marmota_marmota" 0.213558730673178
"intestine" "Marmota_marmota" 0.198512068503102
"kidney" "Marmota_marmota" 0.308190659463087
"leukaemia" "Marmota_marmota" 0.135688949177941
"liver" "Marmota_marmota" 0.206610718156808
"lung" "Marmota_marmota" 0.282610771536591
"lymphoma" "Marmota_marmota" 0.225544267148842
"melanoma" "Marmota_marmota" 0.268109345789274
"mesothelioma" "Marmota_marmota" 0.334879891190679
"oesophagus" "Marmota_marmota" 0.200209474195044
"other tumour types" "Marmota_marmota" 0.302307390168898
"ovarian" "Marmota_marmota" 0.251528385301377
"paediatric" "Marmota_marmota" 0.249001209015561
"pancreas" "Marmota_marmota" 0.121820120609739
"prostate" "Marmota_marmota" 0.151848380378048
"rare other tumour types" "Marmota_marmota" 0.0469565217391304
"renal" "Marmota_marmota" 0.187390154189189
"sarcoma" "Marmota_marmota" 0.254936427061966
"skin" "Marmota_marmota" 0.134225148122189
"small intestine" "Marmota_marmota" 0.25194097563647
"soft tissue sarcoma" "Marmota_marmota" 0.319287132943495
"testicular" "Marmota_marmota" 0.0258900858613501
"thyroid" "Marmota_marmota" 0.272304383103883
"urothelial" "Marmota_marmota" 0.323905423839291
"uterine" "Marmota_marmota" 0.148539337990584
"all" "Megaderma_lyra" 0.209665417104627
"bladder" "Megaderma_lyra" 0.268014799729827
"breast" "Megaderma_lyra" 0.179119154854984
"central nervous system" "Megaderma_lyra" 0.190054869540734
"colon" "Megaderma_lyra" 0.187485717532965
"colorectal" "Megaderma_lyra" 0.218616259334669
"endometrial" "Megaderma_lyra" 0.16313887726984
"gastric" "Megaderma_lyra" 0.203358903201194
"glioma" "Megaderma_lyra" 0.225349743732224
"head and neck" "Megaderma_lyra" 0.218507078924391
"hepatocellular" "Megaderma_lyra" 0.237657978793254
"intestine" "Megaderma_lyra" 0.191215459374054
"kidney" "Megaderma_lyra" 0.304186824187846
"leukaemia" "Megaderma_lyra" 0.143365765128208
"liver" "Megaderma_lyra" 0.248985978321152
"lung" "Megaderma_lyra" 0.282384876096472
"lymphoma" "Megaderma_lyra" 0.205992972691768
"melanoma" "Megaderma_lyra" 0.266312722112235
"mesothelioma" "Megaderma_lyra" 0.359202604588586
"oesophagus" "Megaderma_lyra" 0.130606624821845
"other tumour types" "Megaderma_lyra" 0.283024135459168
"ovarian" "Megaderma_lyra" 0.222242031120458
"paediatric" "Megaderma_lyra" 0.305146260149287
"pancreas" "Megaderma_lyra" 0.143428574516234
"prostate" "Megaderma_lyra" 0.166105085221597
"rare other tumour types" "Megaderma_lyra" 0.0056956767179806
"renal" "Megaderma_lyra" 0.177522806274236
"sarcoma" "Megaderma_lyra" 0.217392223546535
"skin" "Megaderma_lyra" 0.233823507902603
"small intestine" "Megaderma_lyra" 0.25265961621537
"soft tissue sarcoma" "Megaderma_lyra" 0.24804018976764
"testicular" "Megaderma_lyra" 0.0922331400014998
"thyroid" "Megaderma_lyra" 0.253986807048276
"urothelial" "Megaderma_lyra" 0.24200922067057
"uterine" "Megaderma_lyra" 0.18075588345375
"all" "Mellivora_capensis" 0.219358185570663
"bladder" "Mellivora_capensis" 0.236294392412595
"breast" "Mellivora_capensis" 0.175030099483439
"central nervous system" "Mellivora_capensis" 0.203958403461352
"colon" "Mellivora_capensis" 0.257000053547148
"colorectal" "Mellivora_capensis" 0.226281818052753
"endometrial" "Mellivora_capensis" 0.175054243923315
"gastric" "Mellivora_capensis" 0.199735161682315
"glioma" "Mellivora_capensis" 0.244746313421438
"head and neck" "Mellivora_capensis" 0.207206345526157
"hepatocellular" "Mellivora_capensis" 0.228129336646753
"intestine" "Mellivora_capensis" 0.182897753920628
"kidney" "Mellivora_capensis" 0.388216169774611
"leukaemia" "Mellivora_capensis" 0.132331915212728
"liver" "Mellivora_capensis" 0.258796088444526
"lung" "Mellivora_capensis" 0.300464634099372
"lymphoma" "Mellivora_capensis" 0.212363192146215
"melanoma" "Mellivora_capensis" 0.269561820826763
"mesothelioma" "Mellivora_capensis" 0.429231387731739
"oesophagus" "Mellivora_capensis" 0.1468287785211
"other tumour types" "Mellivora_capensis" 0.283841278307841
"ovarian" "Mellivora_capensis" 0.237693110623249
"paediatric" "Mellivora_capensis" 0.310063726012263
"pancreas" "Mellivora_capensis" 0.15412132732669
"prostate" "Mellivora_capensis" 0.197761342331559
"rare other tumour types" "Mellivora_capensis" -0.0291939690669868
"renal" "Mellivora_capensis" 0.174840309935478
"sarcoma" "Mellivora_capensis" 0.217362050701816
"skin" "Mellivora_capensis" 0.147792455527514
"small intestine" "Mellivora_capensis" 0.103879742679817
"soft tissue sarcoma" "Mellivora_capensis" 0.18884903659743
"testicular" "Mellivora_capensis" -0.0188174006238964
"thyroid" "Mellivora_capensis" 0.249470707414959
"urothelial" "Mellivora_capensis" 0.214801338417736
"uterine" "Mellivora_capensis" 0.169495979314601
"all" "Meriones_unguiculatus" 0.199428064574381
"bladder" "Meriones_unguiculatus" 0.237221716895468
"breast" "Meriones_unguiculatus" 0.166416634576139
"central nervous system" "Meriones_unguiculatus" 0.192791754429857
"colon" "Meriones_unguiculatus" 0.227678802750588
"colorectal" "Meriones_unguiculatus" 0.203936399770993
"endometrial" "Meriones_unguiculatus" 0.133496047113741
"gastric" "Meriones_unguiculatus" 0.173263645926236
"glioma" "Meriones_unguiculatus" 0.254963283993497
"head and neck" "Meriones_unguiculatus" 0.186193476203788
"hepatocellular" "Meriones_unguiculatus" 0.229337848475346
"intestine" "Meriones_unguiculatus" 0.143430857379163
"kidney" "Meriones_unguiculatus" 0.283887114258155
"leukaemia" "Meriones_unguiculatus" 0.11034363822146
"liver" "Meriones_unguiculatus" 0.212291297366848
"lung" "Meriones_unguiculatus" 0.245089577044709
"lymphoma" "Meriones_unguiculatus" 0.182921473100238
"melanoma" "Meriones_unguiculatus" 0.24254561486452
"mesothelioma" "Meriones_unguiculatus" 0.365824936063508
"oesophagus" "Meriones_unguiculatus" 0.122835027979101
"other tumour types" "Meriones_unguiculatus" 0.241859101669715
"ovarian" "Meriones_unguiculatus" 0.210157554173682
"paediatric" "Meriones_unguiculatus" 0.159151501324294
"pancreas" "Meriones_unguiculatus" 0.175568145936194
"prostate" "Meriones_unguiculatus" 0.141659783834487
"rare other tumour types" "Meriones_unguiculatus" -0.0931244913178027
"renal" "Meriones_unguiculatus" 0.150162455294145
"sarcoma" "Meriones_unguiculatus" 0.217073457067591
"skin" "Meriones_unguiculatus" 0.124137403143121
"small intestine" "Meriones_unguiculatus" 0.14110609051864
"soft tissue sarcoma" "Meriones_unguiculatus" 0.320615956731788
"testicular" "Meriones_unguiculatus" 0.0367416553577655
"thyroid" "Meriones_unguiculatus" 0.206252633134673
"urothelial" "Meriones_unguiculatus" 0.302801230244276
"uterine" "Meriones_unguiculatus" 0.185171380213261
"all" "Mesocricetus_auratus" 0.190984032321898
"bladder" "Mesocricetus_auratus" 0.227764977280996
"breast" "Mesocricetus_auratus" 0.168311900124261
"central nervous system" "Mesocricetus_auratus" 0.179825861100062
"colon" "Mesocricetus_auratus" 0.233214000988621
"colorectal" "Mesocricetus_auratus" 0.18941301002342
"endometrial" "Mesocricetus_auratus" 0.123759486049959
"gastric" "Mesocricetus_auratus" 0.183760999165438
"glioma" "Mesocricetus_auratus" 0.237740857778408
"head and neck" "Mesocricetus_auratus" 0.190102302965619
"hepatocellular" "Mesocricetus_auratus" 0.231982681807038
"intestine" "Mesocricetus_auratus" 0.155290438915548
"kidney" "Mesocricetus_auratus" 0.343400473059053
"leukaemia" "Mesocricetus_auratus" 0.107941274173177
"liver" "Mesocricetus_auratus" 0.20148342060974
"lung" "Mesocricetus_auratus" 0.228867404139931
"lymphoma" "Mesocricetus_auratus" 0.179853238165737
"melanoma" "Mesocricetus_auratus" 0.230187576866591
"mesothelioma" "Mesocricetus_auratus" 0.366126900787129
"oesophagus" "Mesocricetus_auratus" 0.106184624128212
"other tumour types" "Mesocricetus_auratus" 0.254560434600655
"ovarian" "Mesocricetus_auratus" 0.199767330905043
"paediatric" "Mesocricetus_auratus" 0.138991609463394
"pancreas" "Mesocricetus_auratus" 0.14247380787592
"prostate" "Mesocricetus_auratus" 0.130540061041663
"rare other tumour types" "Mesocricetus_auratus" 0.0553378219627959
"renal" "Mesocricetus_auratus" 0.135142610468189
"sarcoma" "Mesocricetus_auratus" 0.205695927986415
"skin" "Mesocricetus_auratus" 0.177143576494071
"small intestine" "Mesocricetus_auratus" 0.173355437911323
"soft tissue sarcoma" "Mesocricetus_auratus" 0.361474924005552
"testicular" "Mesocricetus_auratus" -0.00859927148032401
"thyroid" "Mesocricetus_auratus" 0.216041410292318
"urothelial" "Mesocricetus_auratus" 0.260792530276698
"uterine" "Mesocricetus_auratus" 0.150037588858974
"all" "Mesoplodon_bidens" 0.199236730019876
"bladder" "Mesoplodon_bidens" 0.228692175168635
"breast" "Mesoplodon_bidens" 0.157156774557063
"central nervous system" "Mesoplodon_bidens" 0.186723812556982
"colon" "Mesoplodon_bidens" 0.256659907853785
"colorectal" "Mesoplodon_bidens" 0.225158875980427
"endometrial" "Mesoplodon_bidens" 0.144545806735557
"gastric" "Mesoplodon_bidens" 0.191438084251796
"glioma" "Mesoplodon_bidens" 0.202705727522603
"head and neck" "Mesoplodon_bidens" 0.231247787735701
"hepatocellular" "Mesoplodon_bidens" 0.21756052757603
"intestine" "Mesoplodon_bidens" 0.178375440826542
"kidney" "Mesoplodon_bidens" 0.284284146085388
"leukaemia" "Mesoplodon_bidens" 0.128753285558054
"liver" "Mesoplodon_bidens" 0.232824187684313
"lung" "Mesoplodon_bidens" 0.260502325980356
"lymphoma" "Mesoplodon_bidens" 0.202012001147043
"melanoma" "Mesoplodon_bidens" 0.246248564723622
"mesothelioma" "Mesoplodon_bidens" 0.295072218049734
"oesophagus" "Mesoplodon_bidens" 0.109714509533707
"other tumour types" "Mesoplodon_bidens" 0.24907475899472
"ovarian" "Mesoplodon_bidens" 0.222314453045129
"paediatric" "Mesoplodon_bidens" 0.339410144499885
"pancreas" "Mesoplodon_bidens" 0.194781924620253
"prostate" "Mesoplodon_bidens" 0.174342287272677
"rare other tumour types" "Mesoplodon_bidens" -0.292232028530235
"renal" "Mesoplodon_bidens" 0.124326894050452
"sarcoma" "Mesoplodon_bidens" 0.17842143632057
"skin" "Mesoplodon_bidens" 0.177460819220966
"small intestine" "Mesoplodon_bidens" 0.211537978075233
"soft tissue sarcoma" "Mesoplodon_bidens" 0.196130373312879
"testicular" "Mesoplodon_bidens" 0.0033604443583347
"thyroid" "Mesoplodon_bidens" 0.262772621787206
"urothelial" "Mesoplodon_bidens" 0.239393411893341
"uterine" "Mesoplodon_bidens" 0.162491154996999
"all" "Microcebus_murinus" 0.312731951684569
"bladder" "Microcebus_murinus" 0.344494803277521
"breast" "Microcebus_murinus" 0.300257710443481
"central nervous system" "Microcebus_murinus" 0.260064767253994
"colon" "Microcebus_murinus" 0.364977123881104
"colorectal" "Microcebus_murinus" 0.326590374888593
"endometrial" "Microcebus_murinus" 0.265967384492632
"gastric" "Microcebus_murinus" 0.32579227718463
"glioma" "Microcebus_murinus" 0.325869553502034
"head and neck" "Microcebus_murinus" 0.334527086427165
"hepatocellular" "Microcebus_murinus" 0.37756834265165
"intestine" "Microcebus_murinus" 0.300351494674215
"kidney" "Microcebus_murinus" 0.386623224241666
"leukaemia" "Microcebus_murinus" 0.219370207815635
"liver" "Microcebus_murinus" 0.257146369304964
"lung" "Microcebus_murinus" 0.371146278961658
"lymphoma" "Microcebus_murinus" 0.294757900608664
"melanoma" "Microcebus_murinus" 0.370612284132251
"mesothelioma" "Microcebus_murinus" 0.514487146090705
"oesophagus" "Microcebus_murinus" 0.296586890685032
"other tumour types" "Microcebus_murinus" 0.41512212602502
"ovarian" "Microcebus_murinus" 0.350190501975981
"paediatric" "Microcebus_murinus" 0.299166641759898
"pancreas" "Microcebus_murinus" 0.300924887233111
"prostate" "Microcebus_murinus" 0.237513879641179
"rare other tumour types" "Microcebus_murinus" 0.292428309184876
"renal" "Microcebus_murinus" 0.288686121856231
"sarcoma" "Microcebus_murinus" 0.309901939934512
"skin" "Microcebus_murinus" 0.336338924168309
"small intestine" "Microcebus_murinus" 0.234363734294491
"soft tissue sarcoma" "Microcebus_murinus" 0.337100521902675
"testicular" "Microcebus_murinus" 0.153212214904892
"thyroid" "Microcebus_murinus" 0.367886220347613
"urothelial" "Microcebus_murinus" 0.373365017682868
"uterine" "Microcebus_murinus" 0.229021947325761
"all" "Microgale_talazaci" 0.196884991922108
"bladder" "Microgale_talazaci" 0.206000951936664
"breast" "Microgale_talazaci" 0.154038118702953
"central nervous system" "Microgale_talazaci" 0.179308032595537
"colon" "Microgale_talazaci" 0.269457143656058
"colorectal" "Microgale_talazaci" 0.194802391348542
"endometrial" "Microgale_talazaci" 0.147188845096304
"gastric" "Microgale_talazaci" 0.182933730590285
"glioma" "Microgale_talazaci" 0.212802420691381
"head and neck" "Microgale_talazaci" 0.176477422125757
"hepatocellular" "Microgale_talazaci" 0.209026841207773
"intestine" "Microgale_talazaci" 0.158900371829149
"kidney" "Microgale_talazaci" 0.376562710216711
"leukaemia" "Microgale_talazaci" 0.132362088296631
"liver" "Microgale_talazaci" 0.244713116380149
"lung" "Microgale_talazaci" 0.272732679809883
"lymphoma" "Microgale_talazaci" 0.183665222166148
"melanoma" "Microgale_talazaci" 0.241601035567566
"mesothelioma" "Microgale_talazaci" 0.297503939526283
"oesophagus" "Microgale_talazaci" 0.0933921743082995
"other tumour types" "Microgale_talazaci" 0.228428934830938
"ovarian" "Microgale_talazaci" 0.190050694522331
"paediatric" "Microgale_talazaci" 0.167046556626456
"pancreas" "Microgale_talazaci" 0.0863384479987735
"prostate" "Microgale_talazaci" 0.144917696523272
"rare other tumour types" "Microgale_talazaci" -0.288801071160583
"renal" "Microgale_talazaci" 0.17564936313933
"sarcoma" "Microgale_talazaci" 0.204683066189421
"skin" "Microgale_talazaci" 0.146799557972949
"small intestine" "Microgale_talazaci" 0.244875166009913
"soft tissue sarcoma" "Microgale_talazaci" 0.285382193911264
"testicular" "Microgale_talazaci" 0.000633235183532874
"thyroid" "Microgale_talazaci" 0.205459275599409
"urothelial" "Microgale_talazaci" 0.211793530143575
"uterine" "Microgale_talazaci" 0.142670843571808
"all" "Micronycteris_hirsuta" 0.197092809954732
"bladder" "Micronycteris_hirsuta" 0.224024641580076
"breast" "Micronycteris_hirsuta" 0.156916826791758
"central nervous system" "Micronycteris_hirsuta" 0.187564713916502
"colon" "Micronycteris_hirsuta" 0.222591743241522
"colorectal" "Micronycteris_hirsuta" 0.213934643825951
"endometrial" "Micronycteris_hirsuta" 0.140372408462914
"gastric" "Micronycteris_hirsuta" 0.179932614277651
"glioma" "Micronycteris_hirsuta" 0.220942620262174
"head and neck" "Micronycteris_hirsuta" 0.215944387512413
"hepatocellular" "Micronycteris_hirsuta" 0.22854383076482
"intestine" "Micronycteris_hirsuta" 0.178001421114685
"kidney" "Micronycteris_hirsuta" 0.266424783792911
"leukaemia" "Micronycteris_hirsuta" 0.144043531031652
"liver" "Micronycteris_hirsuta" 0.16186446795445
"lung" "Micronycteris_hirsuta" 0.25480242465298
"lymphoma" "Micronycteris_hirsuta" 0.186947962266819
"melanoma" "Micronycteris_hirsuta" 0.25654906867109
"mesothelioma" "Micronycteris_hirsuta" 0.387233022747239
"oesophagus" "Micronycteris_hirsuta" 0.155436053153404
"other tumour types" "Micronycteris_hirsuta" 0.258008048971451
"ovarian" "Micronycteris_hirsuta" 0.213013965185912
"paediatric" "Micronycteris_hirsuta" 0.291825615405049
"pancreas" "Micronycteris_hirsuta" 0.20013903000992
"prostate" "Micronycteris_hirsuta" 0.156580589825319
"rare other tumour types" "Micronycteris_hirsuta" -0.203729974912383
"renal" "Micronycteris_hirsuta" 0.15082216233586
"sarcoma" "Micronycteris_hirsuta" 0.194932781072375
"skin" "Micronycteris_hirsuta" 0.166718702500909
"small intestine" "Micronycteris_hirsuta" 0.17077320845507
"soft tissue sarcoma" "Micronycteris_hirsuta" 0.165104337839187
"testicular" "Micronycteris_hirsuta" 0.106521329434064
"thyroid" "Micronycteris_hirsuta" 0.229867152418096
"urothelial" "Micronycteris_hirsuta" 0.253260620456204
"uterine" "Micronycteris_hirsuta" 0.184539521507595
"all" "Microtus_ochrogaster" 0.198896201319046
"bladder" "Microtus_ochrogaster" 0.251139019165063
"breast" "Microtus_ochrogaster" 0.15781115789716
"central nervous system" "Microtus_ochrogaster" 0.193585122455391
"colon" "Microtus_ochrogaster" 0.238532566424688
"colorectal" "Microtus_ochrogaster" 0.198961336170852
"endometrial" "Microtus_ochrogaster" 0.14548170956176
"gastric" "Microtus_ochrogaster" 0.191430589503973
"glioma" "Microtus_ochrogaster" 0.248738089736016
"head and neck" "Microtus_ochrogaster" 0.184924849460557
"hepatocellular" "Microtus_ochrogaster" 0.22785719841853
"intestine" "Microtus_ochrogaster" 0.161699937199707
"kidney" "Microtus_ochrogaster" 0.305787306273344
"leukaemia" "Microtus_ochrogaster" 0.147642675578317
"liver" "Microtus_ochrogaster" 0.12939222236941
"lung" "Microtus_ochrogaster" 0.248484486462437
"lymphoma" "Microtus_ochrogaster" 0.187443425659776
"melanoma" "Microtus_ochrogaster" 0.241612878666269
"mesothelioma" "Microtus_ochrogaster" 0.361825262935922
"oesophagus" "Microtus_ochrogaster" 0.136647674551514
"other tumour types" "Microtus_ochrogaster" 0.254491205880915
"ovarian" "Microtus_ochrogaster" 0.195220443315326
"paediatric" "Microtus_ochrogaster" 0.151720088412894
"pancreas" "Microtus_ochrogaster" 0.195519082578492
"prostate" "Microtus_ochrogaster" 0.132700047251301
"rare other tumour types" "Microtus_ochrogaster" -0.0684097484107005
"renal" "Microtus_ochrogaster" 0.150070657518216
"sarcoma" "Microtus_ochrogaster" 0.211337477000065
"skin" "Microtus_ochrogaster" 0.147780570187444
"small intestine" "Microtus_ochrogaster" 0.223474981731152
"soft tissue sarcoma" "Microtus_ochrogaster" 0.251101690707665
"testicular" "Microtus_ochrogaster" -0.0556425610803354
"thyroid" "Microtus_ochrogaster" 0.220600050447713
"urothelial" "Microtus_ochrogaster" 0.288817332984739
"uterine" "Microtus_ochrogaster" 0.129533859504578
"all" "Miniopterus_natalensis" 0.20474552927544
"bladder" "Miniopterus_natalensis" 0.235366568411182
"breast" "Miniopterus_natalensis" 0.187093363416449
"central nervous system" "Miniopterus_natalensis" 0.19422272678563
"colon" "Miniopterus_natalensis" 0.223707611590667
"colorectal" "Miniopterus_natalensis" 0.201047980430453
"endometrial" "Miniopterus_natalensis" 0.176630430109163
"gastric" "Miniopterus_natalensis" 0.208191315128036
"glioma" "Miniopterus_natalensis" 0.214063111854554
"head and neck" "Miniopterus_natalensis" 0.179550022140732
"hepatocellular" "Miniopterus_natalensis" 0.196489842891148
"intestine" "Miniopterus_natalensis" 0.150653753329867
"kidney" "Miniopterus_natalensis" 0.250788378993906
"leukaemia" "Miniopterus_natalensis" 0.145697031871976
"liver" "Miniopterus_natalensis" 0.269781094258384
"lung" "Miniopterus_natalensis" 0.258472547871006
"lymphoma" "Miniopterus_natalensis" 0.18281413797436
