"cancer_type" "species" "correlation"
"melanoma" "Capra_hircus" 0.253832863175485
"mesothelioma" "Capra_hircus" 0.201860296383516
"oesophagus" "Capra_hircus" 0.149962004942664
"other tumour types" "Capra_hircus" 0.247483064277172
"ovarian" "Capra_hircus" 0.215928191394754
"paediatric" "Capra_hircus" 0.327292523076531
"pancreas" "Capra_hircus" 0.218279364973649
"prostate" "Capra_hircus" 0.164042975273373
"rare other tumour types" "Capra_hircus" -0.22826519769753
"renal" "Capra_hircus" 0.138358279555088
"sarcoma" "Capra_hircus" 0.212916872764764
"skin" "Capra_hircus" 0.158682344293322
"small intestine" "Capra_hircus" 0.241142557540521
"soft tissue sarcoma" "Capra_hircus" 0.265902673228909
"testicular" "Capra_hircus" 0.00102274393514534
"thyroid" "Capra_hircus" 0.266283683711237
"urothelial" "Capra_hircus" 0.214444164279234
"uterine" "Capra_hircus" 0.183090421899167
"all" "Capromys_pilorides" 0.194415985970927
"bladder" "Capromys_pilorides" 0.234442080449518
"breast" "Capromys_pilorides" 0.158079864058072
"central nervous system" "Capromys_pilorides" 0.176005529447046
"colon" "Capromys_pilorides" 0.202313588959646
"colorectal" "Capromys_pilorides" 0.190904082619626
"endometrial" "Capromys_pilorides" 0.130621196817348
"gastric" "Capromys_pilorides" 0.162760559971829
"glioma" "Capromys_pilorides" 0.235702168403674
"head and neck" "Capromys_pilorides" 0.207987943392329
"hepatocellular" "Capromys_pilorides" 0.196412562913248
"intestine" "Capromys_pilorides" 0.168243367529809
"kidney" "Capromys_pilorides" 0.303569478778071
"leukaemia" "Capromys_pilorides" 0.129340703710829
"liver" "Capromys_pilorides" 0.236251988940355
"lung" "Capromys_pilorides" 0.239699437210826
"lymphoma" "Capromys_pilorides" 0.181678938005835
"melanoma" "Capromys_pilorides" 0.234647106606644
"mesothelioma" "Capromys_pilorides" 0.377174077026459
"oesophagus" "Capromys_pilorides" 0.141227391967905
"other tumour types" "Capromys_pilorides" 0.24649131688176
"ovarian" "Capromys_pilorides" 0.201562479420481
"paediatric" "Capromys_pilorides" 0.215352333819674
"pancreas" "Capromys_pilorides" 0.178086897995666
"prostate" "Capromys_pilorides" 0.142611383526641
"rare other tumour types" "Capromys_pilorides" 0.313913043478261
"renal" "Capromys_pilorides" 0.134218554103926
"sarcoma" "Capromys_pilorides" 0.206269946816473
"skin" "Capromys_pilorides" 0.167906321339544
"small intestine" "Capromys_pilorides" 0.183073926812386
"soft tissue sarcoma" "Capromys_pilorides" 0.20764780207255
"testicular" "Capromys_pilorides" -0.0488757913020927
"thyroid" "Capromys_pilorides" 0.192729528021161
"urothelial" "Capromys_pilorides" 0.286630354988178
"uterine" "Capromys_pilorides" 0.136219434453096
"all" "Carollia_perspicillata" 0.187762347355005
"bladder" "Carollia_perspicillata" 0.189801627710579
"breast" "Carollia_perspicillata" 0.157871770405327
"central nervous system" "Carollia_perspicillata" 0.145541865585302
"colon" "Carollia_perspicillata" 0.226303967732832
"colorectal" "Carollia_perspicillata" 0.202680510262326
"endometrial" "Carollia_perspicillata" 0.135667130153065
"gastric" "Carollia_perspicillata" 0.171883329962272
"glioma" "Carollia_perspicillata" 0.210889451563919
"head and neck" "Carollia_perspicillata" 0.193112993848614
"hepatocellular" "Carollia_perspicillata" 0.203804600229969
"intestine" "Carollia_perspicillata" 0.147874385038892
"kidney" "Carollia_perspicillata" 0.247259613020879
"leukaemia" "Carollia_perspicillata" 0.118355006789282
"liver" "Carollia_perspicillata" 0.190487664215107
"lung" "Carollia_perspicillata" 0.252672624846577
"lymphoma" "Carollia_perspicillata" 0.177881593496292
"melanoma" "Carollia_perspicillata" 0.260714403408097
"mesothelioma" "Carollia_perspicillata" 0.345858321296194
"oesophagus" "Carollia_perspicillata" 0.0939789149721632
"other tumour types" "Carollia_perspicillata" 0.247348314305017
"ovarian" "Carollia_perspicillata" 0.183881885329519
"paediatric" "Carollia_perspicillata" 0.226167629489671
"pancreas" "Carollia_perspicillata" 0.240363722158147
"prostate" "Carollia_perspicillata" 0.168086831200347
"rare other tumour types" "Carollia_perspicillata" -0.182699783953685
"renal" "Carollia_perspicillata" 0.143183322240896
"sarcoma" "Carollia_perspicillata" 0.19671182318006
"skin" "Carollia_perspicillata" 0.156630440812658
"small intestine" "Carollia_perspicillata" 0.135033252348706
"soft tissue sarcoma" "Carollia_perspicillata" 0.118307570774605
"testicular" "Carollia_perspicillata" 0.0642024609467095
"thyroid" "Carollia_perspicillata" 0.229307198434234
"urothelial" "Carollia_perspicillata" 0.166516541162091
"uterine" "Carollia_perspicillata" 0.188545890719768
"all" "Castor_canadensis" 0.216280883394427
"bladder" "Castor_canadensis" 0.252199617020369
"breast" "Castor_canadensis" 0.193566005362044
"central nervous system" "Castor_canadensis" 0.198651319588976
"colon" "Castor_canadensis" 0.249704980035484
"colorectal" "Castor_canadensis" 0.2237716028439
"endometrial" "Castor_canadensis" 0.13544315317062
"gastric" "Castor_canadensis" 0.179868112403928
"glioma" "Castor_canadensis" 0.265357114191907
"head and neck" "Castor_canadensis" 0.174700933669576
"hepatocellular" "Castor_canadensis" 0.219908153696586
"intestine" "Castor_canadensis" 0.166389604972331
"kidney" "Castor_canadensis" 0.27057654392487
"leukaemia" "Castor_canadensis" 0.127332684523003
"liver" "Castor_canadensis" 0.331472290860096
"lung" "Castor_canadensis" 0.261064496429716
"lymphoma" "Castor_canadensis" 0.215098576526401
"melanoma" "Castor_canadensis" 0.263566287157261
"mesothelioma" "Castor_canadensis" 0.409982543456784
"oesophagus" "Castor_canadensis" 0.157795754177451
"other tumour types" "Castor_canadensis" 0.280679158809433
"ovarian" "Castor_canadensis" 0.231526499917341
"paediatric" "Castor_canadensis" 0.218766245584147
"pancreas" "Castor_canadensis" 0.227321959626437
"prostate" "Castor_canadensis" 0.172171995593391
"rare other tumour types" "Castor_canadensis" 0.14
"renal" "Castor_canadensis" 0.149732220759903
"sarcoma" "Castor_canadensis" 0.243354254366217
"skin" "Castor_canadensis" 0.181298800521173
"small intestine" "Castor_canadensis" 0.15733550923523
"soft tissue sarcoma" "Castor_canadensis" 0.251059047088038
"testicular" "Castor_canadensis" -0.0309920878741705
"thyroid" "Castor_canadensis" 0.256141917932086
"urothelial" "Castor_canadensis" 0.252524184447909
"uterine" "Castor_canadensis" 0.174576394795406
"all" "Catagonus_wagneri" 0.206239981439326
"bladder" "Catagonus_wagneri" 0.206738534463228
"breast" "Catagonus_wagneri" 0.168800510399823
"central nervous system" "Catagonus_wagneri" 0.150192829622015
"colon" "Catagonus_wagneri" 0.245078857689168
"colorectal" "Catagonus_wagneri" 0.208627219217678
"endometrial" "Catagonus_wagneri" 0.14534605184928
"gastric" "Catagonus_wagneri" 0.161596191542867
"glioma" "Catagonus_wagneri" 0.211582704033658
"head and neck" "Catagonus_wagneri" 0.190789386896582
"hepatocellular" "Catagonus_wagneri" 0.222818769943599
"intestine" "Catagonus_wagneri" 0.209486339579495
"kidney" "Catagonus_wagneri" 0.331658503170757
"leukaemia" "Catagonus_wagneri" 0.110448848733532
"liver" "Catagonus_wagneri" 0.232909136692476
"lung" "Catagonus_wagneri" 0.265822155837498
"lymphoma" "Catagonus_wagneri" 0.199963437153514
"melanoma" "Catagonus_wagneri" 0.256491202114388
"mesothelioma" "Catagonus_wagneri" 0.170348740361571
"oesophagus" "Catagonus_wagneri" 0.168742592266894
"other tumour types" "Catagonus_wagneri" 0.287662015441764
"ovarian" "Catagonus_wagneri" 0.213546841665288
"paediatric" "Catagonus_wagneri" 0.241895540063771
"pancreas" "Catagonus_wagneri" 0.193991207426702
"prostate" "Catagonus_wagneri" 0.18575907735538
"rare other tumour types" "Catagonus_wagneri" -0.29398454444346
"renal" "Catagonus_wagneri" 0.125090431987739
"sarcoma" "Catagonus_wagneri" 0.223143648439833
"skin" "Catagonus_wagneri" 0.137143285369844
"small intestine" "Catagonus_wagneri" 0.201499386843024
"soft tissue sarcoma" "Catagonus_wagneri" 0.15833179391655
"testicular" "Catagonus_wagneri" -0.0202369813782433
"thyroid" "Catagonus_wagneri" 0.25194027472581
"urothelial" "Catagonus_wagneri" 0.230481019038155
"uterine" "Catagonus_wagneri" 0.188986932553533
"all" "Cavia_aperea" 0.173582534233537
"bladder" "Cavia_aperea" 0.181123046972363
"breast" "Cavia_aperea" 0.152928329732671
"central nervous system" "Cavia_aperea" 0.152452454036498
"colon" "Cavia_aperea" 0.18227204011072
"colorectal" "Cavia_aperea" 0.15684147287868
"endometrial" "Cavia_aperea" 0.133832086881801
"gastric" "Cavia_aperea" 0.16489738184852
"glioma" "Cavia_aperea" 0.201271792222924
"head and neck" "Cavia_aperea" 0.181910447946459
"hepatocellular" "Cavia_aperea" 0.152259828690238
"intestine" "Cavia_aperea" 0.142436162212601
"kidney" "Cavia_aperea" 0.262847698761797
"leukaemia" "Cavia_aperea" 0.0920049558291898
"liver" "Cavia_aperea" 0.189999196624601
"lung" "Cavia_aperea" 0.217013896934626
"lymphoma" "Cavia_aperea" 0.166871418215861
"melanoma" "Cavia_aperea" 0.193345399795596
"mesothelioma" "Cavia_aperea" 0.289815467073218
"oesophagus" "Cavia_aperea" 0.164830978912006
"other tumour types" "Cavia_aperea" 0.20282350382237
"ovarian" "Cavia_aperea" 0.191951675554093
"paediatric" "Cavia_aperea" 0.126340137556448
"pancreas" "Cavia_aperea" 0.0975591173478558
"prostate" "Cavia_aperea" 0.11840962964504
"rare other tumour types" "Cavia_aperea" -0.680601343717894
"renal" "Cavia_aperea" 0.118229120306937
"sarcoma" "Cavia_aperea" 0.185397683247103
"skin" "Cavia_aperea" 0.141174605767802
"small intestine" "Cavia_aperea" 0.173668447905311
"soft tissue sarcoma" "Cavia_aperea" 0.0932002212353521
"testicular" "Cavia_aperea" -0.0760536134888712
"thyroid" "Cavia_aperea" 0.197805573296326
"urothelial" "Cavia_aperea" 0.310538213280624
"uterine" "Cavia_aperea" 0.128717745722828
"all" "Cavia_porcellus" 0.209000239642651
"bladder" "Cavia_porcellus" 0.241014879550945
"breast" "Cavia_porcellus" 0.182677582940245
"central nervous system" "Cavia_porcellus" 0.188550571503436
"colon" "Cavia_porcellus" 0.281165342720706
"colorectal" "Cavia_porcellus" 0.211610186999378
"endometrial" "Cavia_porcellus" 0.15358347480935
"gastric" "Cavia_porcellus" 0.196542283549755
"glioma" "Cavia_porcellus" 0.259633582157495
"head and neck" "Cavia_porcellus" 0.216645888000823
"hepatocellular" "Cavia_porcellus" 0.210807988862192
"intestine" "Cavia_porcellus" 0.177182676412489
"kidney" "Cavia_porcellus" 0.271261601258454
"leukaemia" "Cavia_porcellus" 0.139377313119965
"liver" "Cavia_porcellus" 0.193707578569711
"lung" "Cavia_porcellus" 0.268098343533571
"lymphoma" "Cavia_porcellus" 0.195244416881617
"melanoma" "Cavia_porcellus" 0.245492139836407
"mesothelioma" "Cavia_porcellus" 0.298236409876716
"oesophagus" "Cavia_porcellus" 0.164701180740801
"other tumour types" "Cavia_porcellus" 0.244093114931981
"ovarian" "Cavia_porcellus" 0.229802236945557
"paediatric" "Cavia_porcellus" 0.164397839053162
"pancreas" "Cavia_porcellus" 0.153593756307003
"prostate" "Cavia_porcellus" 0.151937948346309
"rare other tumour types" "Cavia_porcellus" -0.0547826086956522
"renal" "Cavia_porcellus" 0.176947610275917
"sarcoma" "Cavia_porcellus" 0.228393966480824
"skin" "Cavia_porcellus" 0.139815240850257
"small intestine" "Cavia_porcellus" 0.251982272083109
"soft tissue sarcoma" "Cavia_porcellus" 0.0685778314650053
"testicular" "Cavia_porcellus" -0.0911221693331085
"thyroid" "Cavia_porcellus" 0.231979411244042
"urothelial" "Cavia_porcellus" 0.334011289881242
"uterine" "Cavia_porcellus" 0.16552576200289
"all" "Cavia_tschudii" 0.209776113752406
"bladder" "Cavia_tschudii" 0.238939329022941
"breast" "Cavia_tschudii" 0.179708779215262
"central nervous system" "Cavia_tschudii" 0.193963900961135
"colon" "Cavia_tschudii" 0.284492681474269
"colorectal" "Cavia_tschudii" 0.211766512430207
"endometrial" "Cavia_tschudii" 0.155487387798673
"gastric" "Cavia_tschudii" 0.194301991822893
"glioma" "Cavia_tschudii" 0.2622948149361
"head and neck" "Cavia_tschudii" 0.213327017145446
"hepatocellular" "Cavia_tschudii" 0.21078663744356
"intestine" "Cavia_tschudii" 0.17648322183295
"kidney" "Cavia_tschudii" 0.255057319998891
"leukaemia" "Cavia_tschudii" 0.139181715896952
"liver" "Cavia_tschudii" 0.213136304821376
"lung" "Cavia_tschudii" 0.268126153119326
"lymphoma" "Cavia_tschudii" 0.191658315718202
"melanoma" "Cavia_tschudii" 0.244034579858615
"mesothelioma" "Cavia_tschudii" 0.298984221984687
"oesophagus" "Cavia_tschudii" 0.176426013389935
"other tumour types" "Cavia_tschudii" 0.247269476571002
"ovarian" "Cavia_tschudii" 0.229153400005915
"paediatric" "Cavia_tschudii" 0.163747361970817
"pancreas" "Cavia_tschudii" 0.155410458596731
"prostate" "Cavia_tschudii" 0.153964904828197
"rare other tumour types" "Cavia_tschudii" -0.011304347826087
"renal" "Cavia_tschudii" 0.181260874670142
"sarcoma" "Cavia_tschudii" 0.226761802169384
"skin" "Cavia_tschudii" 0.138746446137646
"small intestine" "Cavia_tschudii" 0.254724132048261
"soft tissue sarcoma" "Cavia_tschudii" 0.0626715548383942
"testicular" "Cavia_tschudii" -0.0858994435260889
"thyroid" "Cavia_tschudii" 0.229705312835701
"urothelial" "Cavia_tschudii" 0.334838805748117
"uterine" "Cavia_tschudii" 0.168617184248143
"all" "Cebus_albifrons" 0.593615644817572
"bladder" "Cebus_albifrons" 0.607785038265901
"breast" "Cebus_albifrons" 0.598320706561832
"central nervous system" "Cebus_albifrons" 0.544768457902124
"colon" "Cebus_albifrons" 0.555239930744368
"colorectal" "Cebus_albifrons" 0.585912867531533
"endometrial" "Cebus_albifrons" 0.570532202528848
"gastric" "Cebus_albifrons" 0.589743424752056
"glioma" "Cebus_albifrons" 0.628679174306672
"head and neck" "Cebus_albifrons" 0.575899122668294
"hepatocellular" "Cebus_albifrons" 0.622994545235682
"intestine" "Cebus_albifrons" 0.609074631264562
"kidney" "Cebus_albifrons" 0.634792603410146
"leukaemia" "Cebus_albifrons" 0.529960382859249
"liver" "Cebus_albifrons" 0.43310164421602
"lung" "Cebus_albifrons" 0.616691770877266
"lymphoma" "Cebus_albifrons" 0.565375708656188
"melanoma" "Cebus_albifrons" 0.61773651782391
"mesothelioma" "Cebus_albifrons" 0.701765980308861
"oesophagus" "Cebus_albifrons" 0.570825601916573
"other tumour types" "Cebus_albifrons" 0.60412031277534
"ovarian" "Cebus_albifrons" 0.590833751936413
"paediatric" "Cebus_albifrons" 0.558749446353836
"pancreas" "Cebus_albifrons" 0.566775161425936
"prostate" "Cebus_albifrons" 0.582334007440772
"rare other tumour types" "Cebus_albifrons" 0.78695652173913
"renal" "Cebus_albifrons" 0.542261942315479
"sarcoma" "Cebus_albifrons" 0.593246028682624
"skin" "Cebus_albifrons" 0.66218377850992
"small intestine" "Cebus_albifrons" 0.602101360055868
"soft tissue sarcoma" "Cebus_albifrons" 0.352975509156456
"testicular" "Cebus_albifrons" 0.394095635446314
"thyroid" "Cebus_albifrons" 0.595804185090918
"urothelial" "Cebus_albifrons" 0.641045402487693
"uterine" "Cebus_albifrons" 0.503468069421288
"all" "Cebus_capucinus" 0.596531101881238
"bladder" "Cebus_capucinus" 0.600706841665761
"breast" "Cebus_capucinus" 0.601384596226164
"central nervous system" "Cebus_capucinus" 0.535891075711315
"colon" "Cebus_capucinus" 0.574841399539328
"colorectal" "Cebus_capucinus" 0.586810405688909
"endometrial" "Cebus_capucinus" 0.565672712758488
"gastric" "Cebus_capucinus" 0.591417419511749
"glioma" "Cebus_capucinus" 0.628359187570822
"head and neck" "Cebus_capucinus" 0.58104949036373
"hepatocellular" "Cebus_capucinus" 0.629965946583538
"intestine" "Cebus_capucinus" 0.614233133265612
"kidney" "Cebus_capucinus" 0.635139566266225
"leukaemia" "Cebus_capucinus" 0.531223842384897
"liver" "Cebus_capucinus" 0.411460995387838
"lung" "Cebus_capucinus" 0.61605097175043
"lymphoma" "Cebus_capucinus" 0.561182775703823
"melanoma" "Cebus_capucinus" 0.622656298202215
"mesothelioma" "Cebus_capucinus" 0.743460636436996
"oesophagus" "Cebus_capucinus" 0.57087267580341
"other tumour types" "Cebus_capucinus" 0.610113416223179
"ovarian" "Cebus_capucinus" 0.59356768727168
"paediatric" "Cebus_capucinus" 0.540395881208139
"pancreas" "Cebus_capucinus" 0.587611631681504
"prostate" "Cebus_capucinus" 0.583777641159718
"rare other tumour types" "Cebus_capucinus" 0.760869565217391
"renal" "Cebus_capucinus" 0.546958197764799
"sarcoma" "Cebus_capucinus" 0.597323587617352
"skin" "Cebus_capucinus" 0.667523312154274
"small intestine" "Cebus_capucinus" 0.617479638106173
"soft tissue sarcoma" "Cebus_capucinus" 0.404232065653645
"testicular" "Cebus_capucinus" 0.397513386462762
"thyroid" "Cebus_capucinus" 0.600879790615634
"urothelial" "Cebus_capucinus" 0.640094649011465
"uterine" "Cebus_capucinus" 0.481858588685304
"all" "Ceratotherium_simum" 0.202779173979107
"bladder" "Ceratotherium_simum" 0.253688585626498
"breast" "Ceratotherium_simum" 0.159462352185843
"central nervous system" "Ceratotherium_simum" 0.209905110029487
"colon" "Ceratotherium_simum" 0.246689677985569
"colorectal" "Ceratotherium_simum" 0.203785439655828
"endometrial" "Ceratotherium_simum" 0.131168521434625
"gastric" "Ceratotherium_simum" 0.154657734107922
"glioma" "Ceratotherium_simum" 0.200716768638166
"head and neck" "Ceratotherium_simum" 0.205458727789993
"hepatocellular" "Ceratotherium_simum" 0.211838151772536
"intestine" "Ceratotherium_simum" 0.140223626764293
"kidney" "Ceratotherium_simum" 0.302689770936296
"leukaemia" "Ceratotherium_simum" 0.1568387506309
"liver" "Ceratotherium_simum" 0.307752975932723
"lung" "Ceratotherium_simum" 0.276003203320427
"lymphoma" "Ceratotherium_simum" 0.216275503831154
"melanoma" "Ceratotherium_simum" 0.250570720007743
"mesothelioma" "Ceratotherium_simum" 0.358640729483325
"oesophagus" "Ceratotherium_simum" 0.129553398652148
"other tumour types" "Ceratotherium_simum" 0.266529934310288
"ovarian" "Ceratotherium_simum" 0.212142917168192
"paediatric" "Ceratotherium_simum" 0.356870342705446
"pancreas" "Ceratotherium_simum" 0.159559732870841
"prostate" "Ceratotherium_simum" 0.166949717610316
"rare other tumour types" "Ceratotherium_simum" -0.0980394483592842
"renal" "Ceratotherium_simum" 0.181186956535111
"sarcoma" "Ceratotherium_simum" 0.190147667246037
"skin" "Ceratotherium_simum" 0.174609928894732
"small intestine" "Ceratotherium_simum" 0.243932407975256
"soft tissue sarcoma" "Ceratotherium_simum" 0.123056081806207
"testicular" "Ceratotherium_simum" 0.0682612136861547
"thyroid" "Ceratotherium_simum" 0.268866418827849
"urothelial" "Ceratotherium_simum" 0.217604289338018
"uterine" "Ceratotherium_simum" 0.19969732195334
"all" "Ceratotherium_simum_cottoni" 0.2019787016444
"bladder" "Ceratotherium_simum_cottoni" 0.261455880084916
"breast" "Ceratotherium_simum_cottoni" 0.155814910168907
"central nervous system" "Ceratotherium_simum_cottoni" 0.202137036433752
"colon" "Ceratotherium_simum_cottoni" 0.236273297000811
"colorectal" "Ceratotherium_simum_cottoni" 0.204468744486409
"endometrial" "Ceratotherium_simum_cottoni" 0.128170950422009
"gastric" "Ceratotherium_simum_cottoni" 0.150399885661797
"glioma" "Ceratotherium_simum_cottoni" 0.200835330843534
"head and neck" "Ceratotherium_simum_cottoni" 0.207686993161166
"hepatocellular" "Ceratotherium_simum_cottoni" 0.219073570662173
"intestine" "Ceratotherium_simum_cottoni" 0.140148594823595
"kidney" "Ceratotherium_simum_cottoni" 0.30792089459534
"leukaemia" "Ceratotherium_simum_cottoni" 0.148528306137547
"liver" "Ceratotherium_simum_cottoni" 0.312027951573534
"lung" "Ceratotherium_simum_cottoni" 0.273735129040877
"lymphoma" "Ceratotherium_simum_cottoni" 0.218484822892558
"melanoma" "Ceratotherium_simum_cottoni" 0.244262802397633
"mesothelioma" "Ceratotherium_simum_cottoni" 0.369474429597225
"oesophagus" "Ceratotherium_simum_cottoni" 0.124304643120229
"other tumour types" "Ceratotherium_simum_cottoni" 0.272620639544103
"ovarian" "Ceratotherium_simum_cottoni" 0.215018407373645
"paediatric" "Ceratotherium_simum_cottoni" 0.352690167943798
"pancreas" "Ceratotherium_simum_cottoni" 0.178486987941404
"prostate" "Ceratotherium_simum_cottoni" 0.162807425913219
"rare other tumour types" "Ceratotherium_simum_cottoni" -0.103268218938446
"renal" "Ceratotherium_simum_cottoni" 0.180030019954879
"sarcoma" "Ceratotherium_simum_cottoni" 0.190882507300181
"skin" "Ceratotherium_simum_cottoni" 0.179866853121392
"small intestine" "Ceratotherium_simum_cottoni" 0.257906768778774
"soft tissue sarcoma" "Ceratotherium_simum_cottoni" 0.159430220487021
"testicular" "Ceratotherium_simum_cottoni" 0.106822469919703
"thyroid" "Ceratotherium_simum_cottoni" 0.268996666591855
"urothelial" "Ceratotherium_simum_cottoni" 0.237342566282607
"uterine" "Ceratotherium_simum_cottoni" 0.192956445930916
"all" "Cercocebus_atys" 0.723193176188512
"bladder" "Cercocebus_atys" 0.749442219186765
"breast" "Cercocebus_atys" 0.718005913342348
"central nervous system" "Cercocebus_atys" 0.682308549295295
"colon" "Cercocebus_atys" 0.734014406688367
"colorectal" "Cercocebus_atys" 0.724578459006151
"endometrial" "Cercocebus_atys" 0.70820551512024
"gastric" "Cercocebus_atys" 0.72028858418714
"glioma" "Cercocebus_atys" 0.749593763111986
"head and neck" "Cercocebus_atys" 0.730992500000167
"hepatocellular" "Cercocebus_atys" 0.743414694115922
"intestine" "Cercocebus_atys" 0.72087867837569
"kidney" "Cercocebus_atys" 0.748874905454791
"leukaemia" "Cercocebus_atys" 0.663288656692529
"liver" "Cercocebus_atys" 0.526798284321776
"lung" "Cercocebus_atys" 0.728237727602093
"lymphoma" "Cercocebus_atys" 0.698422186035125
"melanoma" "Cercocebus_atys" 0.733939997126561
"mesothelioma" "Cercocebus_atys" 0.841352712340798
"oesophagus" "Cercocebus_atys" 0.675132911364962
"other tumour types" "Cercocebus_atys" 0.783829966593112
"ovarian" "Cercocebus_atys" 0.716034404323432
"paediatric" "Cercocebus_atys" 0.705403052697271
"pancreas" "Cercocebus_atys" 0.777438132355482
"prostate" "Cercocebus_atys" 0.728364304974828
"rare other tumour types" "Cercocebus_atys" 0.751304347826087
"renal" "Cercocebus_atys" 0.708831453434043
"sarcoma" "Cercocebus_atys" 0.729370944560156
"skin" "Cercocebus_atys" 0.771502375749556
"small intestine" "Cercocebus_atys" 0.753064247780266
"soft tissue sarcoma" "Cercocebus_atys" 0.687242799917806
"testicular" "Cercocebus_atys" 0.716198452574862
"thyroid" "Cercocebus_atys" 0.7233884911981
"urothelial" "Cercocebus_atys" 0.71004260613888
"uterine" "Cercocebus_atys" 0.67811579094134
"all" "Cercopithecus_neglectus" 0.713942850186195
"bladder" "Cercopithecus_neglectus" 0.709040052051623
"breast" "Cercopithecus_neglectus" 0.719319744788976
"central nervous system" "Cercopithecus_neglectus" 0.673233011423259
"colon" "Cercopithecus_neglectus" 0.694078194192946
"colorectal" "Cercopithecus_neglectus" 0.719959518249236
"endometrial" "Cercopithecus_neglectus" 0.70907562458243
"gastric" "Cercopithecus_neglectus" 0.724759117022691
"glioma" "Cercopithecus_neglectus" 0.738831697192197
"head and neck" "Cercopithecus_neglectus" 0.708892060627009
"hepatocellular" "Cercopithecus_neglectus" 0.748038921089599
"intestine" "Cercopithecus_neglectus" 0.705177996151603
"kidney" "Cercopithecus_neglectus" 0.730257994475491
"leukaemia" "Cercopithecus_neglectus" 0.664384226256477
"liver" "Cercopithecus_neglectus" 0.465682542341928
"lung" "Cercopithecus_neglectus" 0.707866360886175
"lymphoma" "Cercopithecus_neglectus" 0.695936923360694
"melanoma" "Cercopithecus_neglectus" 0.704486681304455
"mesothelioma" "Cercopithecus_neglectus" 0.82353062934746
"oesophagus" "Cercopithecus_neglectus" 0.662296336411023
"other tumour types" "Cercopithecus_neglectus" 0.761470410356275
"ovarian" "Cercopithecus_neglectus" 0.71776284682266
"paediatric" "Cercopithecus_neglectus" 0.693006620580604
"pancreas" "Cercopithecus_neglectus" 0.752266689615034
"prostate" "Cercopithecus_neglectus" 0.711554688501524
"rare other tumour types" "Cercopithecus_neglectus" 0.691304347826087
"renal" "Cercopithecus_neglectus" 0.684535579489434
"sarcoma" "Cercopithecus_neglectus" 0.719415733323622
"skin" "Cercopithecus_neglectus" 0.754635389677537
"small intestine" "Cercopithecus_neglectus" 0.741911507511418
"soft tissue sarcoma" "Cercopithecus_neglectus" 0.544475230826944
"testicular" "Cercopithecus_neglectus" 0.676867523198226
"thyroid" "Cercopithecus_neglectus" 0.711460360889254
"urothelial" "Cercopithecus_neglectus" 0.711564705164039
"uterine" "Cercopithecus_neglectus" 0.672301141213887
"all" "Chaetophractus_vellerosus" 0.197589132315177
"bladder" "Chaetophractus_vellerosus" 0.193258775369318
"breast" "Chaetophractus_vellerosus" 0.154316330319604
"central nervous system" "Chaetophractus_vellerosus" 0.186452539483428
"colon" "Chaetophractus_vellerosus" 0.23801461243071
"colorectal" "Chaetophractus_vellerosus" 0.217717690421578
"endometrial" "Chaetophractus_vellerosus" 0.150600332647177
"gastric" "Chaetophractus_vellerosus" 0.182038089673393
"glioma" "Chaetophractus_vellerosus" 0.219071254707626
"head and neck" "Chaetophractus_vellerosus" 0.189041969528568
"hepatocellular" "Chaetophractus_vellerosus" 0.222984810939195
"intestine" "Chaetophractus_vellerosus" 0.184525450010085
"kidney" "Chaetophractus_vellerosus" 0.339354439456738
"leukaemia" "Chaetophractus_vellerosus" 0.160160375680614
"liver" "Chaetophractus_vellerosus" 0.318447209160204
"lung" "Chaetophractus_vellerosus" 0.24823831634384
"lymphoma" "Chaetophractus_vellerosus" 0.206179835765874
"melanoma" "Chaetophractus_vellerosus" 0.260497221429587
"mesothelioma" "Chaetophractus_vellerosus" 0.249369309295281
"oesophagus" "Chaetophractus_vellerosus" 0.14612824595927
"other tumour types" "Chaetophractus_vellerosus" 0.245155075047672
"ovarian" "Chaetophractus_vellerosus" 0.215850227637905
"paediatric" "Chaetophractus_vellerosus" 0.224035168483817
"pancreas" "Chaetophractus_vellerosus" 0.10675664568105
"prostate" "Chaetophractus_vellerosus" 0.161661023056566
"rare other tumour types" "Chaetophractus_vellerosus" -0.267277567109523
"renal" "Chaetophractus_vellerosus" 0.148725032858376
"sarcoma" "Chaetophractus_vellerosus" 0.193541222555651
"skin" "Chaetophractus_vellerosus" 0.14902277684083
"small intestine" "Chaetophractus_vellerosus" 0.206612878564316
"soft tissue sarcoma" "Chaetophractus_vellerosus" 0.0390285068931863
"testicular" "Chaetophractus_vellerosus" 0.040602721726749
"thyroid" "Chaetophractus_vellerosus" 0.257507136003116
"urothelial" "Chaetophractus_vellerosus" 0.256067329881482
"uterine" "Chaetophractus_vellerosus" 0.195241287486971
"all" "Cheirogaleus_medius" 0.322848700302152
"bladder" "Cheirogaleus_medius" 0.374040182646803
"breast" "Cheirogaleus_medius" 0.308402662576399
"central nervous system" "Cheirogaleus_medius" 0.268529709450082
"colon" "Cheirogaleus_medius" 0.364646505855102
"colorectal" "Cheirogaleus_medius" 0.332653789751422
"endometrial" "Cheirogaleus_medius" 0.283990574173459
"gastric" "Cheirogaleus_medius" 0.340192277857345
"glioma" "Cheirogaleus_medius" 0.328380704335343
"head and neck" "Cheirogaleus_medius" 0.348100237455009
"hepatocellular" "Cheirogaleus_medius" 0.375241856576027
"intestine" "Cheirogaleus_medius" 0.292257272647589
"kidney" "Cheirogaleus_medius" 0.384171634534427
